Starting run
3.80994: nomoi
3.78488: hilch
3.93045: admix
3.78661: blini
3.8121: tavah
3.85486: fills
3.83715: adobo
3.86911: parra
3.854: rooky
3.86479: gauzy
4.04708: suses
3.81037: zincy
3.88164: kufis
3.86307: snigs
3.76112: kindy
3.81339: alway
3.76976: doyly
3.92527: asway
3.84233: ilium
3.91274: wifie
3.81857: knurr
3.8095: swots
3.86825: breer
3.96371: orzos
3.85443: husos
3.99741: sweys
3.72095: gooly
3.79179: ditzy
3.91533: ivied
3.79482: towts
3.78402: dacha
3.87257: unban
3.91922: kieve
3.9041: maggs
3.8851: frere
3.82333: gongs
3.79914: drook
3.80216: halwa
3.8946: bijou
3.85184: haugh
3.8959: lisks
3.88035: furrs
3.88467: agmas
3.89114: hakas
3.8419: ribby
3.9581: burbs
3.9486: asana
3.94255: surfs
3.98963: zilla
3.80734: wally
3.8203: nongs
3.65832: chomp
3.96242: eques
3.7365: motty
3.91533: kliks
3.75724: chubs
3.74903: phlox
3.95637: wicca
3.85918: hooka
3.87603: casks
3.91102: gesse
3.90367: dived
3.88812: adaws
3.84276: sifts
3.74212: titch
3.80043: pulli
3.88207: hissy
3.73607: chums
3.94125: khazi
3.76026: bovid
3.84233: nalla
3.87819: kheth
3.8838: skivy
3.80259: dusts
3.71577: womyn
3.88726: tikis
3.99438: lazzi
3.81166: noobs
3.86004: twits
3.80994: whata
3.72354: hotch
3.78963: scops
4.01901: kukri
3.87689: amiga
3.84449: ummed
3.80605: feyed
3.95335: janns
3.77624: droob
3.84622: annal
3.74816: spumy
3.81814: deled
3.76328: dwaal
3.90151: quoif
3.82981: spics
3.85659: jambo
3.7041: pocky
3.80043: kimbo
3.80043: durry
3.92311: vifda
3.87991: pawas
3.79568: tiddy
3.73952: typto
3.81771: roofy
3.72873: fungo
3.70281: choky
3.8933: emmys
3.83456: cycad
3.75032: konbu
3.77192: fungs
3.83197: wimps
3.75508: psych
3.85572: mauzy
3.79568: hoods
3.92786: seeds
3.9054: zacks
3.78013: cowks
3.75637: whift
3.74212: ology
3.95032: yaffs
3.87819: kists
3.91361: dawds
3.91188: wadds
3.80691: putti
3.727: mooly
3.79525: kulfi
3.85011: pooka
3.92743: haffs
3.90151: semes
3.76847: junco
3.9257: kebob
3.90281: veeps
3.73693: bunko
3.77408: ducks
3.673: bundh
3.91577: jacks
3.93218: opepe
3.87171: juked
3.84968: zambo
3.93261: gazar
3.79698: wocks
3.85616: ugged
3.83715: tifts
3.81296: slugs
3.8514: sugos
3.89201: cacks
3.8216: lemel
3.93132: annas
3.87689: wists
3.97883: rubus
3.86091: duked
3.81037: ngwee
3.78704: chivy
3.80259: tippy
3.8095: studs
3.87905: yomim
3.89806: dozed
3.88596: wakfs
3.76371: boord
3.68423: codon
3.77711: dicky
3.84276: fitts
3.8622: ovoli
3.76415: tommy
3.84363: naggy
3.79482: abaft
3.78575: endew
3.84449: noggs
3.73218: botty
3.82289: soppy
3.89071: oozed
3.90108: exome
3.83585: fuzed
3.89201: ferer
3.81641: ginzo
3.90065: doxed
3.8622: fists
3.75076: molly
3.96803: zurfs
3.76847: loppy
3.83542: soums
3.88855: zings
3.82246: yucks
3.9568: dixie
3.89633: sumis
3.8324: stows
3.77063: cooms
3.8406: mahua
3.82981: popsy
3.75896: dumps
3.8838: krunk
3.92181: rebbe
3.9041: ungag
3.8108: slums
3.84924: wicks
3.90281: jambs
3.81166: spods
3.89762: shaws
3.81037: apayd
3.92959: besee
3.77797: poods
3.80346: snook
3.88423: vills
3.85184: belee
3.98834: meffs
3.87775: jougs
3.73391: cutty
3.92786: kacks
3.81425: jingo
3.93564: yowza
3.79611: cohos
3.77235: boxty
3.79352: sodom
3.95119: kamik
3.77754: dobro
3.84752: aboma
3.90108: kasha
3.76847: novum
3.95119: didie
3.78056: bunks
3.90065: khoja
3.81641: enmew
3.85313: sools
3.85486: quops
3.91922: zowee
3.91749: hasks
3.87603: lemme
3.93737: mezes
3.6946: goold
3.92225: meses
3.98661: immew
3.74039: chimb
3.84708: kevel
3.79698: ponzu
3.9257: quips
3.88898: tiffs
3.8406: qubit
3.83542: enzym
3.73737: sumph
3.91577: iambi
3.81987: lichi
3.79611: fichu
3.8432: dzhos
3.93348: adrad
3.97538: shews
3.75594: guimp
3.92311: bambi
3.81469: venge
3.78531: gunks
3.83542: baccy
3.79525: godso
3.90194: appuy
3.93866: wowee
3.80432: pawky
3.82203: halva
3.96199: kyaks
3.94514: mikva
3.78963: pulls
3.8851: smaak
3.84924: zonks
3.89935: gings
3.90065: marra
3.88639: yeuky
3.72613: gloop
3.81123: kalpa
3.85529: cuppa
3.82721: yoops
3.89374: kapas
3.78229: pacha
3.84795: sumos
3.84233: mapau
3.70324: fowth
3.80432: bromo
3.97322: sijos
3.9486: keefs
3.81685: comms
3.91663: luffa
3.69633: bundy
3.90497: swags
3.69892: choon
3.78315: loggy
3.74946: khoum
3.78877: vampy
3.8635: yawny
3.99957: skegs
3.82376: bocci
3.746: hokum
3.90886: koppa
3.95594: weize
3.79827: hewed
3.84924: murry
4.01685: skegg
3.81253: chocs
3.90065: mimsy
3.87257: legge
3.93218: quims
3.80648: gulls
3.7676: wingy
3.8324: curch
3.91706: wasps
3.83758: synds
3.746: cully
3.81771: becke
3.87257: pissy
3.78359: yumps
3.82678: fehme
3.77624: lotto
3.80691: fordo
3.93089: emmer
3.94687: feese
3.88467: sippy
3.93521: smees
3.89114: swaps
3.70065: bulgy
3.83585: kedge
3.81598: shuns
3.99957: kurus
3.92527: casas
3.9676: shwas
3.88898: ataxy
3.84147: cobbs
3.90108: spaws
3.86739: solos
3.82333: sysop
3.70929: bhoot
3.68164: kutch
3.87732: nyaff
3.86393: boysy
3.94168: memes
3.89287: kabob
3.82203: gurry
3.79395: khuds
3.79179: jupon
3.91922: kokam
4.01382: rusks
4.08294: jesus
3.79006: wombs
3.95335: deeds
3.79957: klutz
3.89114: embox
3.93002: vibex
3.87775: chics
3.82549: hinny
3.83326: snows
3.89633: weete
3.81512: pavan
3.84363: alkyl
3.91965: quaky
3.81296: mulls
3.9486: araba
3.94557: gaffs
3.89762: byded
3.73477: phono
3.82592: shogs
3.79698: micky
3.94168: egger
3.97754: jewie
3.80907: gilly
3.81901: slubs
3.80907: goods
3.81469: woons
3.90713: kamas
3.92441: weeks
3.77495: chawk
3.95637: mzees
3.75378: donny
3.89028: paska
3.92354: skags
3.74946: looby
3.89201: emmet
3.86263: musos
3.8013: coofs
3.82203: vichy
3.84579: slubb
3.97538: spews
3.82981: keech
3.80346: knubs
4.00302: skyrs
3.83499: lippy
3.76415: dunno
4.02246: ruffs
4.14384: usque
3.81944: snush
3.86609: debud
3.87862: peggy
3.84276: modii
3.86652: jebel
3.86911: zobus
3.68942: dungy
3.69374: gundy
3.93607: vulva
3.86091: glugs
3.88078: sinks
3.98445: smews
3.90022: bobak
3.83801: peece
3.93089: bazar
3.8203: groof
3.84752: oggin
3.82981: pulus
3.93132: uvula
3.89719: barra
3.87214: purpy
3.946: bezes
3.94125: beses
3.76847: humps
3.89417: skins
3.85529: uncus
3.99654: execs
3.82678: sophs
3.96976: seems
3.95853: zaida
3.84665: weepy
4.01166: whews
3.8311: pulps
3.84708: pinup
3.81771: shops
3.91188: wasms
3.80907: hoops
3.81166: howfs
3.80346: moods
3.83542: nooks
3.80346: poohs
3.91145: skink
3.75551: wonky
3.86652: konks
3.79525: dooms
3.9689: epees
3.8324: hight
3.94125: cacas
3.83844: likin
3.99654: aquas
3.81296: sposh
3.89719: abask
3.75724: cloff
3.87214: momus
3.95292: sadza
3.97408: speks
3.7594: footy
4.06091: quass
3.90842: lolls
3.93564: seeps
3.89935: jolls
3.92138: sills
3.84449: boyos
3.97797: skeps
3.8121: borgo
4.01512: jagra
3.9378: fesse
3.82419: burry
3.78704: fubsy
3.80302: funks
3.82203: inwit
3.94687: braza
3.82765: kalam
3.78402: dumbs
3.85788: sooky
3.71533: fundy
3.79957: amban
3.85529: alula
3.92181: swabs
3.83067: gusts
3.84147: soots
3.76501: pigmy
3.76199: gimpy
3.90281: finis
3.81685: malwa
3.8622: qophs
3.85659: benne
3.87775: souks
3.94039: baffs
3.88078: shims
3.93521: dyked
3.95162: dykey
3.88121: lavvy
3.78402: looky
3.80994: posho
3.91533: pyxis
3.80994: howks
3.72441: punky
3.81296: gucks
3.81944: calla
3.85227: coffs
3.80216: gowfs
3.82376: gowks
3.83844: mawky
3.89374: ebook
3.79654: putts
3.82592: wheep
3.72354: bufty
3.72959: bloop
3.86868: stott
3.8324: flamm
3.77538: muntu
3.82333: smuts
3.8743: mneme
3.80518: toffy
3.71274: dumbo
3.81469: goops
3.93434: masks
3.8108: shuts
3.82073: bulls
3.74082: moony
3.80518: pogos
3.86177: bevue
3.96803: briki
3.97365: jeeps
3.84492: halal
3.82678: toots
3.81339: towzy
3.71533: cogon
3.80691: mutts
3.84838: fuzil
3.90713: sighs
3.87819: myxos
3.83672: ceded
3.91793: ummah
3.71361: fugly
3.72527: gulfy
3.86609: hoggs
3.78618: wolly
3.86177: jacal
3.90281: zouks
3.81296: begem
3.93866: cirri
3.89503: winns
3.82505: vanda
3.72441: congo
3.98834: lezzy
3.9594: ewhow
3.88769: midis
4.00691: kippa
3.82419: sunup
3.85961: unpin
3.86739: hoghs
3.82073: musts
3.81555: dhaba
3.90497: shchi
3.85529: psyop
3.97451: reeve
3.76587: midgy
3.82419: socko
3.96847: dadas
3.9162: jinks
3.71274: flump
3.87862: ships
3.86566: stymy
3.85443: typps
4.04276: ragga
3.80259: doobs
3.93305: nanua
3.81123: pinny
3.96587: peeps
3.87732: vacua
3.77927: gumps
3.84881: socks
3.8216: bacha
4.00043: bajra
3.93477: basks
3.94773: bwazi
3.83413: scuds
3.85961: hammy
3.89201: phish
3.9473: zills
3.92181: virid
3.7987: mewed
3.95378: jills
3.86825: punji
3.78445: pucks
3.84924: quich
3.81166: banak
3.86566: blubs
3.81814: butts
3.84363: fatwa
3.74384: bucko
3.95378: buffe
3.78704: hully
3.78661: choux
3.82678: dsomo
3.86868: imido
3.79395: noddy
3.80562: umphs
3.86825: lahal
3.8203: fanga
3.82505: homos
3.96371: lills
3.86523: sluff
3.8203: cooks
3.85875: bilby
3.91879: jouks
3.91231: ebbet
3.83153: stums
3.82549: boohs
3.83197: mohos
3.84449: gappy
3.89417: fiscs
3.93391: kinks
3.8311: jowly
3.78747: dinic
3.92527: etwee
3.82765: hobos
3.83499: busts
3.88639: jhala
3.83585: bohos
3.89935: navvy
3.92311: griff
3.79611: gymps
3.90022: gemmy
3.84233: stumm
3.93909: byssi
3.9041: mihis
3.85961: daggy
3.90713: gippo
3.81512: spoom
3.80043: bumps
3.79179: hucks
3.83931: klick
4.00605: zabra
3.9041: hikoi
3.96674: jenny
3.81382: vagal
3.9067: debby
3.97711: fezes
3.8514: canna
3.84233: smogs
3.83283: gamay
3.84017: yolky
3.94644: avgas
3.75119: plook
3.95853: saags
3.94298: niffs
3.87819: yoofs
3.873: stots
3.77106: bonny
3.79784: mucks
3.87257: bulbs
3.9257: imids
3.74212: goony
3.94816: kissy
3.85227: scows
3.85702: alaap
3.854: wulls
3.89892: bidis
3.97581: jefes
3.82203: bwana
3.83801: dooks
3.82549: foods
3.82419: dawah
3.88855: grrrl
3.85918: vehme
3.96026: sagas
3.92354: rummy
3.95637: fujis
3.9486: highs
3.7676: coppy
3.84406: voulu
3.93391: ruggy
3.82765: busky
3.99266: ibrik
3.84924: kanga
3.73132: woold
3.72657: bungy
3.74989: thoft
4: kexes
3.8013: padma
3.84406: stubs
3.97063: accas
3.8432: kumys
3.83715: minny
3.85788: sulks
3.9162: wojus
3.8635: alapa
3.96112: kawas
3.80086: bucks
3.95853: wakas
3.8635: cruck
3.88251: hazan
3.91749: sicks
3.90238: kusso
3.99438: hahas
3.83672: wicky
3.75205: culch
3.84017: fulls
3.83715: dsobo
3.8622: blaff
3.80821: moops
3.91533: exude
3.88078: simps
3.87905: tappa
3.86307: ended
3.82678: poyou
3.8635: cocks
4.03067: afara
3.89417: spims
3.87343: cacky
3.80691: pomos
3.99179: baiza
3.85227: nawab
3.80821: whups
3.74212: fluky
3.97581: vexer
3.96976: waqfs
3.90151: laxly
3.98229: waffs
3.91793: stoss
3.77754: upbow
3.88467: jocks
3.84622: snubs
3.84449: malva
3.93521: gazoo
3.85054: baddy
3.84406: sudsy
3.86868: durum
3.80432: humfs
3.9987: skees
3.927: dibbs
3.99352: wexes
3.87775: doffs
3.84579: bunns
3.8946: jacky
3.95378: favas
3.85184: vroom
3.94384: titis
3.95724: sists
3.89071: yacka
3.85443: nippy
3.93909: skids
3.97451: zitis
3.85356: attap
3.88553: panax
3.9797: jaaps
3.95637: samas
3.873: jalap
3.84665: palla
3.90324: khaya
3.89676: kyack
4.09978: hajji
3.93218: queme
4.02678: wigga
3.84838: snugs
3.88639: hexed
3.82981: piccy
3.84579: hoofs
3.75378: ducky
3.91879: yexed
4.04622: vivda
3.83801: poofs
3.88423: unmix
3.99222: swees
3.73693: humpy
3.74687: cutup
3.73866: mondo
3.93089: janny
3.8959: zoons
3.92009: hypha
3.83499: gobos
3.84665: pomps
3.93823: rubby
3.83974: gnawn
3.99222: jagas
4.03456: seeks
4.05313: shash
4.07819: rurus
3.8527: hooks
3.91145: gisms
3.77365: hoody
3.86091: yampy
3.82376: meved
4.04406: kaiak
3.75594: coomy
3.92441: furzy
3.75594: pully
3.89244: japan
3.98402: zamia
3.90972: gizmo
3.92743: levee
3.89503: kylix
4.06177: shahs
3.81555: bedew
3.97624: papas
3.873: gammy
3.88855: lusks
3.86436: skosh
3.95896: apoop
3.83024: moobs
3.75464: whoot
3.82635: booms
3.91533: hatha
3.93866: disks
3.81944: nobby
3.82894: quonk
4.01339: mezzo
3.92829: bimbo
3.75767: gunky
3.74816: pongo
3.87905: ciggy
4.0406: skews
3.83974: tufts
3.87603: guqin
3.82376: hough
3.78618: gutty
3.84924: tusks
3.91793: pimps
3.96587: spaza
3.8622: scugs
3.90583: luffs
3.84406: woods
3.9365: kiddo
3.7378: cutch
3.85486: fusts
3.84233: unbox
3.98056: kavas
3.84536: ginny
4.01771: skaws
3.946: miggs
3.98531: vakas
3.97365: masas
3.88423: faddy
3.8946: daffy
3.93391: bazoo
3.91015: jambu
3.87732: quoll
3.93002: fuzee
3.93909: pooja
3.96803: kicks
3.94255: zimbs
3.92657: kvell
3.86091: zingy
3.86393: biccy
3.79093: commy
3.85227: goofs
3.95032: whiss
3.88121: ottos
3.89762: noons
3.80086: zygon
3.84795: pooks
3.86955: gazal
3.91879: allyl
3.73866: whomp
3.80734: cobby
3.96199: whish
3.86782: gooks
3.88812: galax
3.78445: kombu
3.84708: vughs
3.89201: gabby
3.9689: massa
3.88294: zombi
3.83024: dweeb
3.84536: woosh
3.88898: skogs
3.93089: femmy
3.88683: tuffs
3.96717: wokka
3.93737: inion
3.93952: ninon
3.87171: batta
3.91577: gobbi
3.83413: fucks
3.85875: mucic
3.94816: kawau
4.03456: bivia
3.95378: baboo
4.00475: jasps
4.09114: pappi
3.82117: hoppy
3.87603: bombs
3.87559: dowds
4.03413: feoff
3.88683: matza
4.03585: vigia
4.02289: vexes
3.88423: waddy
3.89158: malax
3.94644: biggs
3.91879: zakat
3.99827: wauff
3.91102: hushy
3.78618: gucky
3.9568: imshi
4.05097: kaika
3.94773: dukka
3.98747: duded
3.99179: mamas
3.87559: kaval
3.91274: xebec
3.90281: zebec
3.83585: cusps
3.93952: impis
4.08467: keeks
3.87084: sowps
3.8514: hamba
3.88898: kutus
3.77279: butty
4.06868: spazz
3.80691: tummy
3.89503: appal
3.87819: nying
3.87905: gussy
3.81641: nooky
3.84233: scups
3.91102: linin
3.86652: howso
3.92613: muzak
3.93952: swims
3.86091: kacha
3.89762: innit
3.75983: womby
3.9905: zoppa
3.88251: shows
3.86091: whoso
3.86998: sunks
3.84449: totty
4.04017: jaggs
3.90626: goffs
3.79309: dohyo
3.87127: swops
3.94255: skims
4.00302: poppa
3.94644: deedy
3.95248: diffs
4.01469: babas
3.87084: smoko
3.85702: flava
3.83413: bumfs
3.85702: woops
3.76544: duomo
3.85011: zooty
3.86134: chack
3.86911: limbi
3.86695: mooks
3.90065: malam
3.98963: kazoo
3.9486: spiff
3.93002: spifs
3.76587: blook
3.87214: hakam
3.85356: scums
3.84752: gibli
3.86263: mofos
3.84276: abamp
3.87905: kilim
3.85011: pussy
3.78013: punny
3.89676: zaman
3.85702: spuds
3.96069: shivs
3.9473: swigs
3.81901: tubby
3.78229: dunny
3.94039: puffa
3.9987: jinns
3.93737: spiks
3.87775: mokos
3.98618: leeze
3.8959: zinky
3.85616: cusum
3.88467: nakfa
3.91793: gumma
3.93909: skips
3.89762: mosks
3.86177: finny
3.78229: poddy
3.91663: mugga
3.95248: pukka
3.86652: mussy
3.86048: unwon
3.87991: sowms
3.87862: lolly
3.77192: donko
3.78488: kondo
3.79957: cooky
3.78618: ghyll
4.05572: jesse
3.77019: goopy
3.94903: eeven
4.05572: squiz
3.86091: algal
3.97797: sojus
3.91749: nappa
3.76156: moong
3.96847: divis
4.05011: sexes
3.91793: khaph
3.77581: cohog
3.89201: morro
4.05745: kvass
3.95335: webby
3.83197: piing
3.96371: fiqhs
3.85313: jotty
3.92743: whows
3.94039: hewgh
3.95248: audad
3.86479: books
3.9162: titty
3.89503: zymic
3.90324: subby
3.94946: pikis
3.97451: wazoo
3.90454: manna
3.91361: faggy
3.81987: ficin
3.73909: chowk
3.87646: bokos
3.9067: cocos
3.88898: bosks
3.76415: mongo
3.79395: nudzh
3.88467: mumsy
3.9486: wisps
3.90454: junks
3.88035: kobos
3.76803: convo
3.91577: boffs
3.82462: hollo
3.76803: doomy
3.99266: assam
3.92441: nuffs
3.74125: bumpy
3.91749: unfix
3.87775: pudus
4.03024: jafas
3.8203: lummy
3.98531: cocci
3.89978: bajan
3.73348: mooch
3.83456: cocky
3.74168: bumph
3.95983: bisks
4.02851: abbas
3.98099: miffs
3.88855: sughs
3.91533: zooid
3.94557: yacca
3.75378: boong
3.92484: jocos
3.91231: dadah
3.89849: swobs
3.90281: wynns
3.96803: tizzy
3.73952: choom
3.97235: kipps
4.03283: gogga
3.91879: baffy
3.91879: fabby
4.08942: zexes
4.14557: jeffs
3.88078: ewked
3.746: compo
3.80086: tufty
3.89244: mahwa
3.81123: doggy
3.77451: poboy
3.98013: biffs
3.82505: thymy
3.91317: ganja
3.80691: kloof
3.90583: axman
3.88251: yummo
3.85788: pouff
3.9149: amman
3.97063: spivs
3.86998: gamba
3.91058: niffy
4.05745: wawas
3.82203: nuddy
3.83844: bindi
4.08467: bubbe
3.87473: smush
3.82894: hooky
3.98877: ouzos
3.86393: houff
3.96631: biffo
3.95464: sulus
3.79136: potto
3.94816: lulls
3.96156: tutti
3.86307: dippy
4.12268: zezes
3.91879: busby
3.85702: jocky
3.8851: mixup
3.82333: boppy
3.8946: gliff
3.98575: bevvy
3.90238: scuff
3.76847: dumky
3.78056: boody
3.8851: filmi
4.01641: momma
3.84536: cuffo
3.80821: cuddy
3.83585: mythy
3.93132: shoos
3.93132: namma
3.91188: cuffs
3.91231: walla
4.06955: kakas
3.81166: moppy
3.80821: pommy
3.89244: gippy
3.92225: falaj
3.8933: xylol
3.93391: hoosh
3.946: kicky
3.92613: sowff
3.90583: sowfs
4.02635: kirri
3.83024: potoo
4.0013: neeze
3.79827: poofy
3.92268: wussy
3.92311: dojos
3.88251: spugs
3.89417: hokku
3.83974: vutty
3.88726: vinic
3.96026: iodid
3.92959: dodos
3.94255: shojo
3.93132: ngana
3.75551: coomb
3.8216: myopy
3.97883: buffa
3.93952: pewee
3.9162: soops
3.88207: middy
3.96544: lulus
3.98877: zulus
4.06134: javas
3.93564: skoff
3.79309: boogy
3.77322: gonof
4.10194: faffs
3.81339: kotow
3.89546: syphs
3.82289: dobby
3.94471: cezve
3.9149: fucus
3.79957: gooby
3.9486: deked
3.89892: woofs
3.91188: dixit
3.89806: sucks
3.97365: lusus
3.8959: nimbi
3.76069: combo
3.94687: civvy
3.92225: hapax
3.81166: cuppy
3.88251: jimpy
3.86998: sumps
4.03542: peppy
4.13261: jibba
3.95292: koffs
3.94773: jawan
3.84665: dubbo
3.80648: foody
3.9365: sunns
3.75767: fudgy
3.97019: byway
3.83369: moggy
4.03715: shish
3.9162: pipit
3.80994: gunny
3.78661: oomph
3.80605: nohow
3.93521: jembe
3.77408: whump
3.83974: boggy
3.84492: gobby
3.78272: chook
3.83153: bunjy
3.89546: cusks
3.84795: nummy
3.79352: boomy
3.76717: choof
4.10151: frizz
3.93477: wanna
3.83585: gooky
3.98575: flaff
3.89244: smugs
3.91274: dusks
3.92484: sooms
3.82289: vughy
3.95853: tutus
3.98229: xysts
3.94168: aflaj
3.83672: gungy
3.90583: nonny
4.01685: simis
3.96458: justs
3.93348: poops
3.92916: fedex
3.93607: ictic
3.83715: gyppo
4.03974: zippo
3.93952: egged
3.98661: fisks
3.82462: pluff
3.93045: duffs
4.14557: ajiva
3.92009: omovs
3.93261: edged
4.08639: akkas
4.01641: wikis
3.79611: choko
3.80518: woopy
3.91015: jumps
4.01771: kiwis
3.9162: laval
3.94903: abaca
3.8419: mobby
3.84104: yucch
3.90756: pumps
3.92181: dufus
3.90886: dilli
3.91188: mumps
4.04752: pappy
3.93218: mosso
3.85918: nubby
3.98272: taata
3.9473: kudus
3.82289: bundu
3.94773: appay
4.05443: yappy
3.96501: googs
4.05443: zebub
3.93434: dewed
3.94039: jewed
4.03801: jemmy
4.18618: esses
3.9041: bumbo
3.97322: gogos
3.93002: wexed
3.95594: ajwan
3.82894: lolog
3.93218: bacca
3.94816: wudus
3.92225: muggs
4.0311: zappy
3.91274: glogg
3.95248: mozos
3.93305: biggy
3.95378: zooms
3.83542: booky
3.96199: deeve
3.92268: sukhs
3.92873: husks
3.89762: kokum
3.93607: ebbed
3.85788: cubby
3.95378: huffs
3.9365: kiddy
3.93261: mujik
4.04924: huzza
3.85918: fogou
3.9594: mojos
3.96156: jomos
3.82203: boofy
3.97365: peeve
4.05184: pipis
3.97192: boobs
3.97365: bobos
3.90108: tutty
4.05702: sibbs
3.82549: poovy
3.87862: junky
4.0514: bezzy
3.9365: puffs
3.95076: bozos
4.02851: ajuga
3.96587: sooks
3.9581: zobos
3.89503: luvvy
4.06868: jaggy
3.82073: puddy
3.94082: skugs
3.91577: widdy
3.82851: duppy
3.99957: abaya
4.03758: zuppa
4.05011: uhuru
4.05702: quaff
4.04363: jisms
3.9486: gummi
4.03067: heeze
4.05616: jammy
3.96242: guffs
3.99957: weeke
3.8622: vodou
3.95162: dagga
3.87473: huggy
3.86263: bobol
3.9581: hamza
3.94816: musks
4.08769: jibbs
4.05443: viffs
3.96501: muffs
4.10799: bibbs
4: zooks
3.95032: fugus
3.94903: miffy
4.07171: bizzo
4.09201: yabby
4.0095: yabba
3.90454: jutty
4.03844: tazza
3.95335: biffy
3.79136: cwtch
4.13866: vizir
3.96285: effed
3.96242: immit
3.96587: vexed
3.94989: pukus
3.85529: puggy
4.01339: kooks
3.9689: buffs
3.97667: oppos
4.00562: scuzz
3.91922: buffo
3.87689: voddy
3.97192: dabba
4.00173: jooks
4.08639: fezzy
3.9784: agama
4.10713: kikoi
4.03844: peepe
3.96328: divvy
3.95162: busks
3.95335: figgy
3.9568: wiggy
3.87775: hubby
3.96631: wushu
3.88683: doozy
3.85443: cooch
3.88683: poopy
3.94989: pampa
3.81296: gombo
4.02678: anana
4.10151: swiss
3.98575: sudds
3.99611: buffi
4.12095: faffy
4.09892: bubba
3.91577: yucky
3.8933: doody
3.86091: wootz
4.04665: nanna
3.86868: hooch
4.00994: pakka
3.85875: buppy
3.9892: papaw
4.00518: pawaw
3.86868: choco
4.04536: keeve
3.83629: undug
3.86868: jomon
4.05659: yakka
3.85443: woofy
4.05961: zanza
4.02073: zorro
3.90367: jokol
4.1067: fifis
3.94212: doddy
3.87127: gonzo
3.98315: chich
4.05572: urubu
4.11577: jiffs
3.86479: muggy
3.94298: nunny
3.8514: judgy
4.03456: jnana
4.03672: zanja
4.11102: swizz
3.85616: vozhd
3.99611: vuggs
3.97797: fusks
4.00086: gabba
3.98834: mamba
4.09028: abuzz
4.11317: ziffs
4.03801: quipu
3.93477: pozzy
3.98531: bivvy
4.06652: azygy
4.02462: diddy
4.03672: yippy
3.873: fuddy
4.02894: pippy
3.99438: chizz
3.95983: fixit
4.01555: zippy
3.90238: huffy
3.84665: buchu
4.06523: mezze
3.93693: djinn
4.00648: kaama
3.98315: yobby
4.01037: filii
3.8514: chuff
4.06739: huhus
4.06091: yuzus
4.0311: emmew
3.88639: wuddy
3.87127: commo
3.96371: mommy
4.03715: pupus
4.02894: abaka
3.9784: kooky
4.04104: babka
3.87171: ungum
3.97322: cippi
4.06566: mumus
