Starting run
3.71706: raker
3.53909: scath
3.6406: fermi
3.63413: stoat
3.62289: carta
3.68855: jeton
3.59438: muted
3.62765: felty
3.70281: aided
3.57106: bield
3.70929: japes
3.63326: thagi
3.58618: woald
3.60432: gyals
3.63197: pious
3.57667: firns
3.63672: bleys
3.61641: genus
3.59395: punas
3.68294: knawe
3.66091: solas
3.6108: prier
3.60778: deres
3.57149: thrip
3.64017: louma
3.61641: cubes
3.57149: mined
3.64622: snell
3.68855: jeons
3.58575: alums
3.65443: rheum
3.61469: ctene
3.5797: peter
3.68337: pases
3.71577: otaku
3.5797: prese
3.61987: kisan
3.59611: scrob
3.63629: sents
3.62678: fleam
3.66566: soces
3.67084: torii
3.63715: amnio
3.61037: grese
3.6851: faves
3.66868: kyars
3.60086: suete
3.6095: obits
3.55032: corms
3.67084: yawed
3.63413: guaco
3.61555: kilos
3.58575: borty
3.62808: kinas
3.57538: bancs
3.72138: usure
3.62635: bowet
3.63499: tarry
3.64536: fomes
3.66825: craic
3.60302: ouped
3.59698: manus
3.59914: shily
3.6203: amped
3.61253: bhels
3.61857: foram
3.55508: hurst
3.76156: jaker
3.60821: clefs
3.65227: oculi
3.59654: trist
3.68639: zines
3.65918: sheva
3.61123: temps
3.74946: ixora
3.64752: devot
3.68812: zoris
3.55335: dints
3.69503: lazos
3.62678: decaf
3.61469: clews
3.59179: upled
3.61339: typed
3.63326: kohen
3.61857: bluey
3.5892: merch
3.64752: fados
3.5879: girsh
3.6108: albee
3.64795: howes
3.67084: galea
3.62721: lytic
3.62117: bayts
3.62376: thraw
3.69719: ruses
3.60518: kirns
3.63283: klieg
3.63585: cobia
3.61166: wised
3.68164: tasso
3.67171: abear
3.64752: dervs
3.60043: grapy
3.66307: oumas
3.56717: dolci
3.64233: ganev
3.6: pumie
3.58229: tachs
3.58315: balun
3.68121: sarus
3.58402: spyal
3.6959: sabes
3.55983: tromp
3.61123: pawed
3.57754: dorps
3.61641: drees
3.59482: lauch
3.67775: eikon
3.66134: eyres
3.61685: roved
3.60173: educt
3.73218: adzes
3.57451: trock
3.673: coses
3.62981: slats
3.68855: vegas
3.57279: splay
3.61555: dover
3.68726: kaury
3.63629: bowse
3.69244: deads
3.57149: filed
3.59438: banty
3.5568: capul
3.63024: diebs
3.54903: chats
3.59093: banco
3.57581: linds
3.60259: furol
3.68121: auras
3.68423: cozes
3.68467: neons
3.6095: boree
3.65054: yente
3.56242: drips
3.55162: tinds
3.63456: raird
3.6406: basho
3.6108: sheel
3.6203: talas
3.65875: opahs
3.62894: regie
3.7257: agger
3.63542: rebuy
3.58272: choli
3.62592: fadge
3.58359: damns
3.6216: abrim
3.58488: luach
3.63801: seyen
3.63067: salts
3.62376: tubas
3.65097: berko
3.66566: mokes
3.63542: imbar
3.61901: aspic
3.59741: predy
3.64665: whaur
3.58359: clogs
3.71231: maxes
3.59179: lofts
3.60389: sugan
3.58575: pirog
3.68337: satis
3.55508: cunit
3.58747: perdy
3.63888: pervo
3.63672: homas
3.61425: warps
3.71145: mazes
3.73218: yitie
3.73132: gages
3.62289: poems
3.5879: pardy
3.69546: nappe
3.59309: bruts
3.60994: wraps
3.64104: festy
3.61512: rimus
3.60043: gusla
3.63888: tents
3.673: waken
3.68337: orris
3.63413: parvo
3.63024: veldt
3.71274: jatos
3.62073: podia
3.68726: coxes
3.65616: pouke
3.67041: addle
3.58013: douts
3.59395: wiled
3.79395: reave
3.72613: xerus
3.58099: psion
3.67257: hoves
3.61253: lumas
3.66004: lotta
3.63758: sadhu
3.59179: cowal
3.6959: jurat
3.62721: semie
3.75551: oasis
3.62289: talls
3.59309: guans
3.65054: kefir
3.60475: rived
3.6013: filos
3.72181: warez
3.61123: fauts
3.7041: papes
3.6311: lethe
3.66739: nervy
3.62203: laufs
3.63413: fuels
3.59698: sangh
3.64622: smerk
3.62505: wides
3.68251: cosec
3.60302: facts
3.71577: james
3.61296: unrip
3.63413: doole
3.57192: sauch
3.60864: nurds
3.62289: meths
3.64104: homey
3.58013: bruin
3.70194: mases
3.58315: nicad
3.65486: sisal
3.64536: mihas
3.56631: tongs
3.64017: lurgi
3.6743: tosas
3.67732: axled
3.64492: besom
3.60216: gyred
3.67171: taxon
3.62678: mbira
3.61728: farms
3.6959: looey
3.7892: arvee
3.71404: askoi
3.5689: calif
3.60907: parks
3.60648: thelf
3.58143: runds
3.62549: voled
3.63413: doves
3.57883: halms
3.71058: fauve
3.5797: muled
3.61987: fasci
3.63888: negus
3.56199: piend
3.64968: kaids
3.57408: glued
3.60648: thegn
3.72657: voema
3.68596: cerci
3.6324: talky
3.61123: retem
3.63413: sacra
3.59438: roums
3.63153: benga
3.64536: ikans
3.55464: courd
3.58099: ahind
3.61253: pogey
3.66479: aloos
3.64363: umrah
3.59482: copay
3.68726: zeins
3.66695: aguti
3.74644: agoge
3.62376: carrs
3.65313: deawy
3.57408: bunce
3.64622: paean
3.67603: sices
3.61555: norks
3.60346: viols
3.65875: novas
3.65875: sains
3.65443: peaky
3.69849: rawer
3.61685: fauns
3.6635: ruana
3.65875: sluse
3.62894: aglus
3.61037: ymolt
3.61857: fitna
3.65702: veily
3.65659: mikes
3.63067: famed
3.57408: boult
3.58013: cutis
3.60346: bends
3.64579: vomer
3.61382: blurs
3.65356: tarty
3.60432: gleet
3.60778: miche
3.72786: waxer
3.62721: hauds
3.68423: gryke
3.69719: waves
3.60475: honda
3.72225: fovea
3.6527: grews
3.65486: vinas
3.60994: burls
3.5905: dhols
3.61857: kraft
3.62549: fagot
3.59179: dupes
3.70583: taxis
3.64017: hynde
3.66091: tanto
3.67041: slues
3.58402: uplit
3.61771: namus
3.64492: echos
3.61512: amids
3.58488: poach
3.58531: tigon
3.58186: indol
3.67732: ovens
3.61728: faurd
3.63413: abele
3.59438: adbot
3.62203: grufe
3.65875: favel
3.63585: loved
3.62117: direr
3.66955: vogie
3.71015: zatis
3.71836: zedas
3.67127: oshac
3.64449: fakir
3.61123: yorps
3.75724: quean
3.64708: kafir
3.59093: calfs
3.61555: boche
3.64017: mebos
3.66479: doeks
3.68553: nines
3.67559: grize
3.62117: vinal
3.59179: cyton
3.65227: uncia
3.63844: techy
3.65011: berks
3.64881: coact
3.59136: longs
3.654: llano
3.5797: brach
3.68251: brize
3.59914: minos
3.59957: unrid
3.56847: pricy
3.60173: peise
3.62808: warms
3.63499: borak
3.62419: omlah
3.68596: ruers
3.62981: frabs
3.70281: jotas
3.63413: defis
3.58013: tubed
3.66307: yucas
3.6095: sycon
3.63974: seely
3.5987: tifos
3.75378: ashes
3.57019: sputa
3.72225: ouzel
3.70583: jural
3.61555: ghats
3.62808: porer
3.60346: pengo
3.70626: obeys
3.57624: stong
3.6095: hilus
3.55724: plasm
3.65011: pikes
3.57451: cutin
3.63456: weids
3.64536: upsey
3.66609: neafe
3.63672: umbre
3.61253: bower
3.68553: kayos
3.67127: miaow
3.62073: beths
3.56371: frust
3.67214: tyees
3.64536: haiks
3.61771: redes
3.5987: thang
3.63758: gaths
3.60562: purda
3.65184: arhat
3.59222: donee
3.61728: syped
3.61685: spahi
3.61771: delfs
3.66566: kerbs
3.70756: bases
3.69417: doxie
3.70324: nixes
3.69978: rojis
3.7041: suers
3.59352: dicts
3.59525: drusy
3.60821: lyams
3.64233: woads
3.61685: farcy
3.64838: winey
3.65486: kipes
3.66739: nukes
3.67257: vespa
3.58402: debur
3.83067: raree
3.62808: geres
3.69546: aroha
3.60605: peres
3.57581: monad
3.62203: myope
3.68596: lahar
3.61339: premy
3.61857: barfs
3.61641: owled
3.60475: limns
3.64968: melik
3.66652: rolls
3.62462: walty
3.60346: mused
3.73996: xrays
3.64363: marks
3.60346: ludos
3.58877: turms
3.58315: turps
3.58272: blins
3.59568: burin
3.71188: oasts
3.5676: simul
3.65659: alary
3.58099: shuln
3.59222: minge
3.62721: gyros
3.65659: hyleg
3.66048: kelim
3.66868: unsew
3.69287: suras
3.63326: grees
3.57063: blads
3.62505: iched
3.59006: cruds
3.64968: pervs
3.66739: bokes
3.63542: liana
3.61598: pratt
3.58402: ducal
3.59525: gloam
3.60734: lowts
3.60562: pyros
3.58056: ditsy
3.62635: trots
3.61944: gambe
3.63844: apace
3.62981: abuts
3.61555: meres
3.64104: conne
3.58531: progs
3.62678: beamy
3.67041: igapo
3.64708: goafs
3.62808: tanas
3.68769: acari
3.60432: homed
3.58359: podge
3.57063: dinge
3.67689: todde
3.70151: recco
3.66134: kadis
3.68726: seams
3.65616: enows
3.58143: balds
3.63715: sokah
3.62894: heles
3.61037: denet
3.64492: trull
3.68683: stoas
3.63585: ancho
3.67646: lassi
3.69287: enoki
3.6432: soils
3.72225: resus
3.6432: mawrs
3.59006: hurts
3.56803: cnida
3.5797: dolma
3.66868: sards
3.69287: appel
3.65097: wipes
3.65184: yauds
3.61857: blays
3.5784: licht
3.55896: clops
3.60605: flory
3.6838: sensi
3.68683: eyrir
3.62937: reird
3.60605: rinks
3.59222: grids
3.55378: bronc
3.64968: vauts
3.68726: yelks
3.62246: trapt
3.60691: yauld
3.69201: afear
3.6432: puker
3.60302: claws
3.63585: wadge
3.64708: herby
3.65227: toted
3.67905: tozed
3.6743: lasts
3.63413: volti
3.58315: blude
3.59352: strum
3.64147: barfi
3.67819: fetwa
3.58229: churl
3.61814: alans
3.68855: litai
3.70022: nisei
3.59698: sprog
3.61037: prees
3.6743: yarta
3.61425: brank
3.82549: areae
3.59784: skald
3.66782: tayra
3.63542: rorts
3.63888: braws
3.60086: blahs
3.61901: dogey
3.61253: seeld
3.58963: poynt
3.55896: mints
3.63456: umpie
3.60432: anomy
3.62376: torrs
3.73089: kehua
3.5879: dorms
3.5879: dribs
3.59654: bands
3.61382: gyans
3.66307: sasin
3.62765: stoor
3.65184: hoagy
3.63844: tanky
3.61901: kilts
3.63888: sambo
3.62203: plebs
3.62376: vilde
3.58402: luged
3.62289: deers
3.64708: gravs
3.61944: coala
3.6635: kuris
3.58186: duits
3.61685: bunas
3.61123: fatly
3.67127: woker
3.61512: wrang
3.63456: yonic
3.63413: vised
3.6311: nival
3.64665: sorts
3.64492: tirrs
3.70583: ofays
3.60907: holds
3.58186: curny
3.66609: hives
3.64233: metif
3.62765: boyla
3.72138: safes
3.69503: wekas
3.59309: dangs
3.61382: swaly
3.59827: swoln
3.63456: leugh
3.61987: hogan
3.61425: speer
3.59136: genip
3.61771: gudes
3.66955: bikes
3.67171: kibes
3.60302: delph
3.56501: slopy
3.64147: wadis
3.64622: welds
3.6324: davit
3.62203: wadts
3.61944: dawts
3.62678: leger
3.55983: pints
3.57106: crudo
3.57711: flits
3.66436: surra
3.64147: stent
3.61555: volts
3.64492: terek
3.59136: caups
3.64924: roper
3.66825: polje
3.66868: axils
3.63456: krang
3.66695: netts
3.63369: hoven
3.69374: zilas
3.59914: conga
3.5987: wilts
3.65184: unsee
3.62937: coked
3.64017: swayl
3.63585: snafu
3.69287: nexts
3.73737: babes
3.63758: aphis
3.56933: cibol
3.60778: girds
3.63326: fluey
3.63456: sants
3.6203: eider
3.59438: sampi
3.58618: stupa
3.63456: fiere
3.59784: frosh
3.60259: apism
3.88553: varve
3.57192: prigs
3.63542: rubli
3.59827: felid
3.59136: combe
3.65443: senvy
3.56847: blued
3.55767: thins
3.58229: bourn
3.64104: warbs
3.60346: opsin
3.70281: hertz
3.74082: aggie
3.63413: mawed
3.63283: wamed
3.64752: acidy
3.70238: maiko
3.64017: dives
3.63456: rynds
3.68294: nests
3.65184: agene
3.58445: conus
3.64708: teeny
3.74773: siens
3.62117: teugh
3.62073: pioys
3.66609: anoas
3.62376: foehn
3.70713: apses
3.6311: braks
3.65702: nonce
3.63326: agism
3.5879: grips
3.58143: prims
3.62117: sedum
3.60389: sloot
3.61382: saugh
3.63844: brier
3.64579: brews
3.72959: quern
3.57192: spacy
3.62765: barks
3.61814: deles
3.66955: ceili
3.68164: wacke
3.66048: korma
3.71749: moxie
3.63844: zoist
3.64536: foams
3.59093: pibal
3.56112: lound
3.67991: jerid
3.63326: minke
3.65616: veale
3.65702: baked
3.59482: dench
3.59741: chado
3.60864: temse
3.57235: nould
3.64579: vatic
3.62289: yangs
3.60821: chiru
3.63542: lanas
3.60043: ruths
3.62635: garum
3.64795: kreng
3.59438: wurst
3.86609: razee
3.63326: paved
3.64536: krabs
3.5892: pisco
3.74341: gauje
3.66566: motte
3.62505: fends
3.58531: frith
3.60432: glume
3.61512: fours
3.6121: genom
3.60346: smorg
3.67084: neuks
3.61469: pimas
3.6622: bowes
3.63153: torts
3.63888: bouge
3.69028: kanae
3.59568: birds
3.69028: yaars
3.68726: mirex
3.62808: ovist
3.66652: dozer
3.66739: vatus
3.65054: bitou
3.57711: duroc
3.56587: hints
3.60259: curds
3.59698: gorps
3.57451: solum
3.6406: waged
3.66436: fleys
3.61901: acing
3.64795: hydra
3.6121: mardy
3.63888: bawrs
3.66782: sized
3.56156: cunts
3.59654: paths
3.59784: spang
3.63974: reeds
3.66911: devos
3.66911: peavy
3.58056: thesp
3.82117: eyass
3.63888: reges
3.67041: kepis
3.75378: quena
3.61987: amyls
3.65745: rills
3.67257: mikra
3.65529: orlon
3.6946: yarrs
3.64363: vaped
3.62376: tufas
3.65011: burke
3.68553: secco
3.61425: gebur
3.66479: kerel
3.65659: tways
3.62333: stede
3.58272: scaup
3.5879: glams
3.62765: mopey
3.673: kenaf
3.5676: bints
3.61987: sulfa
3.65918: meows
3.71188: aahed
3.64104: shako
3.64665: saics
3.68207: rayas
3.57883: potsy
3.63888: curer
3.6838: styte
3.673: yogis
3.62981: wanty
3.62808: hangs
3.64492: allis
3.74989: faxes
3.65961: avion
3.65918: sycee
3.61123: crows
3.67084: motet
3.61857: bowne
3.67732: heame
3.64622: koaps
3.57711: tamps
3.66652: cryer
3.59957: foins
3.62981: byrls
3.55853: moust
3.71145: horah
3.62937: sedgy
3.59698: brims
3.58747: panim
3.60691: gerne
3.56803: sclim
3.58531: brods
3.66048: cozen
3.61685: terfe
3.62851: mengs
3.55076: clips
3.70022: nanos
3.56803: algid
3.7149: luxes
3.66825: assot
3.6622: emote
3.65227: looed
3.71145: quine
3.62635: lived
3.61641: pokal
3.70497: babel
3.66955: hurly
3.64536: mynas
3.60734: nauch
3.66177: frore
3.66091: ogams
3.67343: venus
3.60605: erned
3.64449: eloge
3.57883: dobla
3.66998: jodel
3.68898: hokey
3.61598: tacks
3.66825: scars
3.59957: dhoti
3.56803: palms
3.57279: dancy
3.68294: fyces
3.5905: loups
3.65572: theow
3.66177: moves
3.6216: germy
3.62851: toros
3.62894: ledes
3.62203: pelfs
3.58272: muils
3.7365: eggar
3.70842: okays
3.61771: micos
3.60432: dempt
3.59741: chelp
3.74557: fazes
3.67516: dedal
3.69287: eyers
3.6432: bogue
3.66911: stewy
3.68855: doted
3.62808: roots
3.61685: freet
3.62635: furls
3.57711: tings
3.62592: ghaut
3.61382: haulm
3.59914: cowed
3.81944: arere
3.64665: sorns
3.66436: rimer
3.66998: herye
3.61987: getup
3.56242: muist
3.67603: reorg
3.67387: czars
3.59222: burns
3.69892: shoes
3.68942: capex
3.60302: donsy
3.63715: baths
3.62851: paiks
3.63629: bahts
3.56415: staph
3.64276: mewls
3.67603: joled
3.64406: derro
3.69158: noxal
3.61425: neper
3.59698: lifts
3.62333: stogy
3.60562: maths
3.63413: peers
3.62765: scrow
3.58747: fiord
3.62592: bimas
3.57149: puton
3.59093: proms
3.62851: oubit
3.63974: amido
3.65443: cells
3.61598: fands
3.61469: redub
3.58143: fonts
3.5987: ponty
3.59914: dwine
3.673: tanti
3.65659: tsuba
3.59093: caums
3.72959: sakes
3.67387: repro
3.61857: mohrs
3.62721: layup
3.59222: bords
3.67473: newsy
3.63499: blype
3.67171: virtu
3.59654: drack
3.65529: kyats
3.68769: ollas
3.673: hokas
3.59179: dorbs
3.673: welkt
3.77624: sheas
3.64233: korus
3.61512: bhats
3.67516: bravi
3.80734: zoeae
3.58834: smout
3.66955: doses
3.60907: lings
3.57711: plods
3.61857: lochs
3.6108: mausy
3.63672: brees
3.62462: beres
3.65313: nalas
3.66868: dikas
3.65961: lanai
3.60259: pangs
3.6324: mesel
3.81296: teaze
3.73261: tatou
3.70454: fakey
3.65832: rosts
3.68985: dozes
3.66134: haars
3.61814: incut
3.64492: meers
3.66307: roded
3.61469: nowed
3.63629: bevor
3.6013: milty
3.59395: pharm
3.61425: halfs
3.62592: waldo
3.62721: edile
3.84147: zoaea
3.65313: gavot
3.59741: rubin
3.62937: dreck
3.6527: maror
3.70022: umiac
3.64406: graal
3.58488: lubed
3.67343: kerfs
3.63197: blive
3.64104: atlas
3.64579: kutas
3.65659: hoked
3.5905: pouts
3.62376: cowan
3.6108: boyed
3.58531: piony
3.673: twerk
3.62333: demic
3.59222: lamps
3.71361: asura
3.70626: tuxes
3.62894: amnic
3.62333: sotol
3.59827: punto
3.65011: maiks
3.62549: urdee
3.61253: gouts
3.68769: doxes
3.58661: mouls
3.59568: probs
3.72009: hazed
3.62289: whorl
3.65659: knurl
3.70022: frize
3.59611: blume
3.60259: culty
3.60648: penie
3.67991: telly
3.70842: rusas
3.84536: raver
3.63197: tupek
3.65184: dashy
3.56717: buist
3.60734: cebid
3.65486: hypes
3.77624: sefer
3.68251: dosed
3.68121: kagos
3.71102: kythe
3.67516: takhi
3.62462: prana
3.64492: umber
3.62678: geste
3.62289: remen
3.67646: mixer
3.68035: rerig
3.63499: kulan
3.68769: preop
3.71879: henna
3.65572: kaims
3.68683: kohas
3.67948: verbs
3.58834: moped
3.55853: giust
3.6838: gloze
3.67041: sided
3.69676: shies
3.68294: radix
3.60518: gonef
3.64795: kendo
3.65659: devis
3.68078: imago
3.68812: akene
3.73823: buaze
3.68769: chace
3.5892: dogan
3.63067: rotos
3.6622: smeik
3.62808: hefts
3.61512: bardy
3.61901: coifs
3.72657: pupae
3.67257: faked
3.6959: azurn
3.67473: loxed
3.63499: carvy
3.77408: sajou
3.60994: mense
3.64579: flays
3.65097: heels
3.68769: yechs
3.58056: pulis
3.57667: tuism
3.67084: sides
3.5784: perce
3.7041: forze
3.58359: pilus
3.61814: ahing
3.5987: camus
3.68726: anura
3.63067: bomas
3.57883: blocs
3.75508: waxes
3.58186: dunts
3.5879: fined
3.66825: aweel
3.77667: hayey
3.60086: calks
3.66955: doled
3.60864: anigh
3.66004: vasty
3.62505: fused
3.71706: nazis
3.69374: jagir
3.64147: fumer
3.73218: hoxes
3.69935: pepla
3.64276: lowry
3.65356: etens
3.67646: ohone
3.68251: stens
3.6959: firie
3.70799: navew
3.73132: peage
3.60216: tonks
3.59784: corks
3.66048: velds
3.76285: rewax
3.62635: gauds
3.67689: beaky
3.62376: nutsy
3.60389: pucan
3.6013: spume
3.60389: flued
3.654: kelps
3.70842: hithe
3.72138: hoses
3.60475: speel
3.58099: cered
3.60346: brigs
3.64881: vrous
3.70756: nonas
3.63758: bogey
3.67991: sects
3.68035: yirks
3.71188: mesas
3.62073: rifty
3.63456: furca
3.62462: walds
3.6432: swarf
3.60864: sneed
3.70972: darzi
3.5797: tunds
3.63931: dorks
3.62117: roupy
3.60173: chads
3.63369: clavi
3.71274: axmen
3.64924: temes
3.54255: brond
3.65313: kerne
3.66911: stirs
3.61598: pendu
3.62246: begad
3.68812: redox
3.67775: sista
3.61512: ambit
3.77235: jakes
3.63369: kulas
3.62592: inspo
3.65011: iambs
3.63369: hangi
3.67603: ryked
3.6095: duroy
3.63542: ictus
3.74082: wases
3.71836: haiku
3.69287: nevus
3.63801: batik
3.66868: lurks
3.64708: degus
3.62981: ledum
3.69503: gosse
3.6013: gluts
3.66782: celli
3.58747: rindy
3.71145: akees
3.6622: silos
3.65313: cukes
3.64147: pekin
3.6108: toshy
3.64622: hemic
3.59827: ploys
3.59266: dipso
3.62376: mandi
3.63153: debag
3.60691: houts
3.63283: simba
3.59482: sybil
3.59222: sibyl
3.75637: users
3.62117: bemad
3.68251: mimer
3.62981: dirks
3.66998: botte
3.5879: gurns
3.61555: tophi
3.65529: darky
3.64752: deets
3.58272: swapt
3.65356: yaups
3.6527: yawls
3.64708: skelm
3.66911: veiny
3.74212: exits
3.70886: jutes
3.61253: doven
3.61382: crool
3.65443: slots
3.61857: denes
3.59654: firth
3.61598: cerge
3.62376: mudra
3.64838: metes
3.6743: pokey
3.6743: maria
3.54255: chapt
3.64708: mowra
3.6: ruing
3.71706: wanze
3.60821: fords
3.67214: thuya
3.59611: pyned
3.67862: romeo
3.63542: smaik
3.60389: wroth
3.72052: haded
3.64536: mille
3.65486: anlas
3.69417: azons
3.58488: culpa
3.71879: yukes
3.63153: wends
3.60086: paysd
3.63067: korun
3.61814: lowns
3.63672: antas
3.70238: axons
3.59698: gorms
3.60302: modge
3.64017: kogal
3.62721: chays
3.76587: abbes
3.63413: kitul
3.87732: seaze
3.61814: mesne
3.69676: penna
3.70626: izard
3.58618: bunde
3.61641: grece
3.65529: necks
3.66307: boaks
3.67171: skint
3.73218: rewet
3.69633: avale
3.65702: bydes
3.60432: bitsy
3.62333: peles
3.62419: fiche
3.61037: gatch
3.63197: nowls
3.60475: purty
3.654: ritts
3.61944: thous
3.64406: waift
3.66955: ormer
3.59525: blags
3.63585: teend
3.61253: gramp
3.59568: milpa
3.65702: kbars
3.63672: danks
3.61166: pyots
3.62592: bowat
3.6095: biach
3.68423: yoked
3.66134: swerf
3.65745: targa
3.57581: pudor
3.61901: mauds
3.72613: expat
3.63672: pubes
3.64276: visto
3.69546: dorad
3.62635: mobey
3.63456: turks
3.62635: geest
3.6108: finos
3.72613: styes
3.62073: wanly
3.63974: unrig
3.65961: malar
3.66566: olios
3.5892: stoup
3.60864: adunc
3.66695: lycee
3.60259: stimy
3.70713: mixte
3.67343: yorks
3.56674: clift
3.68639: skyed
3.67559: abcee
3.7378: hetes
3.67387: boose
3.62981: tools
3.80389: weise
3.64708: tolls
3.66911: sauls
3.62073: spelk
3.62203: skelp
3.62635: glaik
3.61382: limpa
3.63024: poked
3.62981: sneck
3.62851: rocks
3.60216: stonk
3.60475: polys
3.60475: deice
3.65659: bunia
3.6406: glees
3.70799: pirai
3.63499: toits
3.5987: golds
3.67084: situp
3.66523: ratha
3.73089: joual
3.6311: coved
3.60216: gyron
3.65918: dukes
3.63067: lacks
3.66911: gives
3.65702: fiver
3.60907: pilaw
3.60216: brogs
3.65443: amowt
3.62937: panko
3.54903: snift
3.58315: cronk
3.64924: paras
3.66566: makis
3.69676: ogive
3.68553: azlon
3.6622: kamis
3.68812: redid
3.65788: odyls
3.61641: typos
3.77408: wawes
3.68164: kubie
3.64147: flegs
3.62549: uncos
3.71793: remix
3.6406: borer
3.60778: spawl
3.68467: tided
3.66998: frier
3.59482: ceder
3.68596: saids
3.61425: grypt
3.66263: argal
3.62505: genet
3.61728: pyric
3.5905: lupin
3.6095: roton
3.6933: kwela
3.69633: waked
3.69849: kawed
3.66393: ronin
3.58359: mucor
3.67862: vegos
3.60907: spayd
3.70367: quant
3.6406: parrs
3.67516: unlaw
3.69633: braai
3.69935: pipet
3.61598: profs
3.67732: cooey
3.61901: owned
3.63931: plews
3.73132: lyses
3.63153: stoit
3.67905: vibes
3.62376: umble
3.66609: benet
3.86911: sease
3.60475: haply
3.61857: dawns
3.68683: ehing
3.58877: grift
3.65616: satay
3.70886: chere
3.67127: noway
3.68078: jiber
3.66523: warks
3.6527: donne
3.61901: malik
3.72484: boyau
3.78747: feres
3.64363: lemes
3.63758: bahut
3.58963: blams
3.65184: beers
3.62549: bauds
3.69892: marri
3.61339: pawls
3.63024: daubs
3.66652: awork
3.59611: linch
3.58445: musit
3.64881: leges
3.60821: moyls
3.62808: lawny
3.69114: empts
3.62246: mangs
3.66998: wolve
3.76199: envoi
3.78445: quais
3.73564: okapi
3.78963: naeve
3.71188: synes
3.63197: yclad
3.65875: arpas
3.6838: fikes
3.64708: kluge
3.59827: stulm
3.59352: molds
3.66739: lauan
3.61339: turfs
3.68294: makos
3.69935: naunt
3.69762: betta
3.57235: coign
3.67171: teiid
3.64147: penks
3.63456: fumet
3.60994: pilaf
3.64622: ricks
3.60086: maund
3.62117: knots
3.62289: hapus
3.79568: frees
3.6216: pombe
3.60864: blech
3.63629: kinos
3.63974: fleer
3.673: ulvas
3.63067: hafts
3.60778: rungs
3.70929: sados
3.62505: wands
3.60518: ponga
3.64406: steme
3.60778: romps
3.6838: kheda
3.60432: pagod
3.65659: yawns
3.63844: shogi
3.62721: palki
3.58531: balms
3.69028: socas
3.7365: nikau
3.73866: enurn
3.66695: divas
3.68035: maaed
3.60562: diene
3.69071: dited
3.60173: wonts
3.59741: towns
3.60821: wined
3.64579: odism
3.61296: twirp
3.65227: tolts
3.59957: flocs
3.62635: upend
3.61598: motus
3.71836: ziram
3.62592: tenge
3.61987: bouts
3.66609: lakhs
3.67343: wiver
3.68207: acais
3.69417: idees
3.88251: saves
3.64276: refel
3.64276: hiked
3.71879: redds
3.66307: petit
3.65572: vends
3.63542: monty
3.75248: foxie
3.67127: coxal
3.64752: impro
3.69676: bekah
3.75162: hijra
3.67862: nubia
3.6514: paolo
3.60346: doucs
3.59266: chino
3.69676: poxes
3.69201: poses
3.63542: rabat
3.60216: biped
3.71404: rejig
3.64579: debus
3.74212: oxime
3.66695: lilos
3.74428: ojime
3.78315: avize
3.59654: courb
3.67516: dikey
3.69719: petto
3.63153: ender
3.64147: uplay
3.62851: powan
3.60907: flaps
3.61339: folic
3.83542: jaxie
3.69244: shakt
3.65788: fogey
3.59525: whort
3.68294: wifes
3.66307: pikey
3.62333: gwine
3.85788: arear
3.6635: amigo
3.65097: fugie
3.63283: parky
3.61382: nodus
3.64276: kugel
3.63283: mohur
3.68596: wrier
3.59222: pronk
3.68769: unsaw
3.67084: karat
3.6311: oncus
3.67084: firer
3.61685: unsod
3.81425: swive
3.66955: ethne
3.71102: cozey
3.72138: goxes
3.60907: misty
3.71793: snyes
3.62894: penes
3.76631: exons
3.69503: quirt
3.65313: sicht
3.60907: udons
3.62851: horks
3.62592: subah
3.64752: inked
3.63801: roons
3.82721: skive
3.61253: rhody
3.5905: calmy
3.67689: roric
3.74298: thees
3.61339: muton
3.61425: lambs
3.62289: winos
3.60907: gamin
3.6203: surgy
3.62808: molys
3.64276: umbel
3.67559: gybes
3.70151: japed
3.67041: eensy
3.73607: leaze
3.62419: kilns
3.86307: eaves
3.63844: scody
3.62678: winge
3.77365: zowie
3.8095: skeer
3.5892: splog
3.63888: menes
3.59611: gosht
3.64968: loots
3.91922: razer
3.61382: gusli
3.60821: drows
3.65184: steem
3.59654: honds
3.66695: rushy
3.67948: virga
3.65875: tewel
3.76156: bitte
3.71404: roker
3.64752: pseud
3.78272: venae
3.58056: coths
3.68121: yugas
3.66177: maras
3.58272: blaud
3.72484: slits
3.69806: sadis
3.64968: pavis
3.65745: pikas
3.62246: bangs
3.56242: poind
3.67862: vower
3.60562: bolus
3.82073: reive
3.65616: flype
3.6851: ardri
3.61512: fugle
3.64406: aught
3.57927: cruft
3.69633: yiked
3.62246: lobus
3.65313: ficos
3.60346: cowls
3.6419: murly
3.60994: stown
3.62419: platt
3.69417: casco
3.63067: scall
3.63197: shawn
3.66868: murre
3.61685: clows
3.62505: holms
3.65745: calix
3.70886: perps
3.71274: tenty
3.6216: frogs
3.67214: ragas
3.72138: soyas
3.63499: tacan
3.6095: mutis
3.63801: scala
3.63369: softy
3.59395: pylon
3.63758: gaups
3.6108: bodge
3.60648: donga
3.6121: fouls
3.63413: chive
3.62505: spork
3.63888: awdls
3.64104: uncap
3.68251: jolts
3.71102: forex
3.6406: kaput
3.56328: chons
3.77711: sauts
3.6514: cymas
3.62894: hurds
3.69201: culex
3.61944: rowth
3.77235: apage
3.70324: jarps
3.63585: peels
3.7594: betes
3.6432: groks
